Institution,Academic Discipline (if available),Enrollment Profile,Undergraduate Profile,Size and Setting,Scholarship Awarded,LACN/IVY/OTHER,Year (2005-2015)
Massachusetts Institute of Technology,,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Rhodes,Other,2005
Texas A&M University,,HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/NR: Large four-year, primarily nonresidential",Rhodes,Other,2005
U.S. Naval Academy,,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Rhodes,Other,2005
U.S. Naval Academy,,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Rhodes,Other,2005
U.S. Naval Academy,,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Rhodes,Other,2005
University of Kansas,,MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Rhodes,Other,2005
University of Virginia,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Rhodes,Other,2005
University of Virginia,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Rhodes,Other,2005
Wake Forest University,,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Rhodes,Other,2005
Whitman College,,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Rhodes,Other,2005
Yale University,,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Rhodes,IVY,2005
Yale University,,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Rhodes,IVY,2005
,,,,,,,
,,,,,,,
Villanova University,"biochemistry, biology, history",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2015
California State University - Fresno,"political science, economics",HU: High undergraduate,"FT4/I: Full-time four-year, inclusive","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2015
Gonzaga University,electrical engineering,HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2015
University of Rhode Island,underwater archaeology,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2015
University of Chicago,"physics, human rights",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2015
University of Illinois - Urbana - Champaign,"bioengineering, mathematics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2015
Swarthmore College,"environmental engineering, environmental studies",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2015
University of Kentucky,history,MU: Majority undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2015
Yale University,geopolitical history,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2015
Yale University,"ethics, politics, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2015
Northeastern University,"behavioral neuroscience, computer science",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2015
Harvard University,"government, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2015
Smith College,"english language and literature, government",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2015
Harvard University,"english, dramatic arts",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2015
Pennsylvania State University,"biochemistry, molecular biology",,,,Marshalls,Other,2015
University of California - Irvine,"political science, music performance",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2015
Olin College of Engineering,engineering physics,ExU4: Exclusively undergraduate four-year,(Special focus institution),(Special focus institution),Marshalls,Other,2015
U.S. Naval Academy,,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2015
University of Texas - Austin,,HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2015
California Institute of Technology,physics,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2015
Bowdoin College,english literature,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,LACN,2015
Yale University,"molecular, cellular, and developmental biology",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2015
University of California - Berkeley,"political science, comparative literature",MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2015
Yale University,classics,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2015
Auburn University,animal sciences,HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2015
Yale University,"english, theater studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2015
University of New Mexico,"poliitcal science, philosphy, asian studies",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2015
Yale University,"economics, mathematics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2015
Spelman College,"anthropology/sociology, international studies",ExU4: Exclusively undergraduate four-year,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2015
Massachusetts Institute of Technology,"mechanical engineering, comparative media studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2015
University of Texas - Brownsville,"environmental studies, teaching certification",VHU: Very high undergraduate,PT4: Higher part-time four-year,"M4/NR: Medium four-year, primarily nonresidential",Marshalls,Other,2015
Saint John's University,government and politics,HU: High undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2014
University of Texas,architecture,,,,Marshalls,Other,2014
Yale University,political science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2014
U.S. Naval Academy,"economics, mathematics",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2014
University of Wisconsin - Madison,"political science, communication arts",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2014
Northwestern University,american studies,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
Yale University,global affairs,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2014
Auburn University,"physics, music, mathematics",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2014
Yale University,domestic policy,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2014
Stanford University,technology and policy,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
Northwestern University,"economics, international studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
U.S. Air Force Academy,political science,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2014
University of Maryland - College Park,civil engineering,HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2014
Stanford University,"mathematics, computer science, poetry",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
Massachusetts Institute of Technology,biology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
Princeton University,"english, african-american studies, american studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2014
Harvard University,computer science,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2014
Massachusetts Institute of Technology,"materials science, engineering",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
Wheaton College,"mathematics, physics",,,,Marshalls,Other,2014
U.S. Military Academy,"comparative politics, arabic",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2014
University of Arkansas - Fayetteville,"agricultural economics, poultry science",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2014
Cornell University,"biological sciences, neurobiology",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2014
Yale University,biology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2014
Michigan State University,"neuroscience, biochemistry, english",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2014
University of California - Berkeley,"society and environment, international development economics, global poverty",MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2014
Villanova University,"biochemistry, french and francophone studies",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2014
Georgia Institute of Technology,"aerospace engineering, computer science",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
Arizona State University,anthropology,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2014
Cornell University,"biology, government, health policy",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2014
Massachusetts Institute of Technology,"theoretical mathematics, electrical engineering/computer science",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
State University of New York - Buffalo,chemical and biological engineering,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2014
University of New Mexico,"economics, political science",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2014
John Hopkins University,"anthropology, public health",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
Massachusetts Institute of Technology,mechanical and ocean engineering,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2014
Wesleyan University,modern european history,VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,LACN,2013
U.S. Naval Academy,,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2013
Boston College,"history, biology",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
Harvard University,"history, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2013
Washington University in St. Louis,"philosophy-neuroscience-psychology, political science",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
University of Texas - Austin,"physics, mathematics",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2013
Georgetown University,"government, arabic, english",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
University of Connecticut,chemical engineering,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
Ohio State University System - Columbus,"microbiology, political science",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2013
University of Oklahoma,economics,,,,Marshalls,Other,2013
Colorado State University,"biomedical sciences, anthropology",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2013
U.S.Naval Academy,english,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2013
George Washington University,"international affairs, economics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
University of Southern California,political science,MU: Majority undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2013
U.S. Air Force Academy,"economics, spanish",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2013
Ohio University,"astrophysics, mathematics, african studies",,,,Marshalls,Other,2013
Duke University,biology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
Georgetown University,"economics, political science",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
University of Virginia,russian and east european studies and politics honors,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2013
Columbia University,applied physics,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2013
New York University,"social work, history",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
Northwestern University,"earth science, chemistry, integrated science",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
City University of New York - John Jay College of Criminal Justice,"psychology of juvenile delinquency, international criminology",,,,Marshalls,Other,2013
University of Illinois - Urbana - Champaign,"materials science, engineering",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2013
Princeton University,philosophy,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2013
Harvard University,"social studies, spanish",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2013
Abilene Christian University,political science,HU: High undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","M4/R: Medium four-year, primarily residential",Marshalls,Other,2013
Rice University,"bioengineering, economics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2013
University of Michigan - Ann Arbor,"economics, mathematics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2013
Princeton University,electrical engineering,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2013
Brandeis University,"english, sociology near eastern and judaic studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,LACN,2013
Georgia Institute of Technology,civil engineering,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2013
Montana State University - Bozeman,"chemical engineering, economics",VHU: Very high undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2013
Brown University,"physics, modern critical philosophy",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2013
University of Nevada-Reno,"philosphy, political science",HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2012
Rice University,bioengineer,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2012
Hobart and William Smith Colleges,"biochemistry, spanish",VHU: Very high undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,LACN,2012
U.S. Naval Academy,,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2012
University of Michigan - Ann Arbor,mathematics,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2012
Princeton University,chemistry,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2012
Hampton University,marine and environmental science,HU: High undergraduate,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2012
Princeton University,public and international affairs,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2012
Princeton University,"ecology, evolutionary biology, public and international affairs",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2012
Princeton University,"public and international affairs, gender and sexuality studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2012
Duke University,"computer science, biology",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
Michigan State University,"anthropology, interdisciplinary humanities, international development, internattional relations",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2012
U.S. Air Force Academy,"political science, arabic",ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2012
Boston University,"archaeology, religion, classics",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
Columbia University,"mathematics, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2012
Arizona State University,biomedical engineering,HU: High undergraduate,"FT4/S/HTI: Full-time four-year, selective, higher transfer-in","L4/NR: Large four-year, primarily nonresidential",Marshalls,Other,2012
Massachusetts Institute of Technology,"electrical engineering and computer science, chemical-biological engineering, biomedical engineering, political science",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
U.S. Air Force Academy,political science,ExU4: Exclusively undergraduate four-year,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2012
Stanford University,human biology,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
Harvard University,"history, literature",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2012
University of Tulsa,"english, spanish",HU: High undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2012
University of Pennsylvania,"economics, international studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
Indiana University,BM in composition,HU: High undergraduate,"FT4/I: Full-time four-year, inclusive","M4/R: Medium four-year, primarily residential",Marshalls,Other,2012
Indiana University,"music industry, french",HU: High undergraduate,"FT4/I: Full-time four-year, inclusive","M4/R: Medium four-year, primarily residential",Marshalls,Other,2012
University of Pennsylvania,"music, performance diploma",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
University of Chicago,"history, philosophy, art history",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
Princeton University,"history, american studies",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2012
Georgetown University,international development policy,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
University of Georgia,"english, history",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2012
University of Nebraska System - Lincoln,"music, political science",HU: High undergraduate,"FT4/MS/HTI: Full-time four-year, more selective, higher transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2012
Rice University,biological sciences,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2012
Stanford University,international relations,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
Indiana University,"political science, global security",HU: High undergraduate,"FT4/I: Full-time four-year, inclusive","M4/R: Medium four-year, primarily residential",Marshalls,Other,2012
Emory University,"music, creative writing",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2012
Yale University,"english, writing",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2012
University of South Florida,"electrical engineering, music",,,,Marshalls,Other,2012
Duke University,"biology, computational biology, bioinformatics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
Rice University,electrical engineering,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,Other,2011
Harvard Universtiy,"history, mandarin chinese",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2011
Duke University,"english, documentary studies",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
University of Illinois - Urbana - Champaign,"integrative biology, anthropology, chemistry",MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/R: Large four-year, primarily residential",Marshalls,Other,2011
Yale University,"english, economics",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2011
Spelman College,"political science, comparative women's studies",ExU4: Exclusively undergraduate four-year,"FT4/S/LTI: Full-time four-year, selective, lower transfer-in","S4/HR: Small four-year, highly residential",Marshalls,Other,2011
Stanford University,"earth systems, english and french literatures",MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,Other,2011
Columbia University,english,MGP: Majority graduate/professional,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","L4/HR: Large four-year, highly residential",Marshalls,IVY,2011
Brown University,mathematics,MU: Majority undergraduate,"FT4/MS/LTI: Full-time four-year, more selective, lower transfer-in","M4/HR: Medium four-year, highly residential",Marshalls,IVY,2011
